name,experience_years,technical_score,label
Michael Soto,1.4,36,1
Danielle Dorsey,9.2,60,0
Jason Gray,7.0,17,0
Sherry Brown,7.6,60,0
Michelle Chavez,4.5,0,0
Christopher Archer,9.1,2,0
Erica Hill,2.6,19,0
David Jackson,5.5,93,0
Willie Mills,6.1,54,0
Mary Williams,1.1,36,1
Raymond Luna,2.4,15,0
Joseph Sims,0.5,53,1
Susan Gillespie,6.4,79,0
Joseph Olson,4.6,14,0
Stacy Rosales,8.4,63,0
Dana Martin,6.0,2,0
Dylan Orozco,6.3,73,0
Luis Gordon,2.4,18,0
Mariah Lane DDS,2.9,0,0
Jonathan Smith,6.1,30,0
Evan Mcdaniel,5.7,23,0
Danny Lambert,6.6,10,0
James Melton,5.2,46,0
Stephanie Harris,0.7,67,0
Patrick Mcdonald,5.4,100,0
Jason Richardson,9.9,70,0
Jose Duncan,0.2,60,0
Keith Day,0.4,49,1
Brandon Jones,9.8,32,0
Jesse Johnson,7.5,45,0
Cheyenne Brooks,7.9,44,0
Kathy Meyers,2.4,84,0
Denise Vasquez,6.3,98,0
Kimberly Padilla,5.8,96,0
Sandy Taylor,3.3,5,0
Michael Price,3.5,43,0
Gina Cochran,8.1,22,0
Stephanie Bush,8.3,87,0
Christina Hebert,4.6,89,0
Howard Barry,4.8,23,0
Brian Ross,8.1,8,0
Paul Murphy,7.2,58,0
Nicholas Gonzalez,0.4,25,1
Erika Peterson,0.4,25,1
Thomas Andrews,8.9,40,0
Melissa Foster,9.3,65,0
Kelly Duncan,4.0,69,0
Nicole Reed,4.7,4,0
Trevor Miller,7.5,24,0
Ashley Holland,2.9,99,0
Harold Blankenship,0.5,83,0
Jesse Graham,3.3,15,0
Kimberly Hall,8.0,55,0
David Valdez,8.9,95,0
Autumn Parks,4.4,49,0
Courtney Wood,3.4,23,0
Lisa Gallegos,5.0,63,0
Nichole Griffin,3.7,66,0
Linda Sherman,2.7,10,0
Daniel Phillips,7.3,10,0
Kelsey Hoffman,4.3,23,0
Renee Miller,5.5,41,0
Robert Wright,1.0,41,1
Evelyn Blevins,6.6,39,0
William Valentine,4.5,91,0
Tammy Anderson,4.3,88,0
Erika Mullins,4.4,57,0
Tyler Parker,0.4,45,1
Anne Carter,6.1,55,0
Monica Henry,2.7,7,0
Crystal Bates,0.8,81,0
Paul Francis,4.1,65,0
Kimberly Fuller,8.0,86,0
Courtney Santiago,1.6,3,1
Cassandra Kane,1.4,77,0
Lori Price,6.8,56,0
Whitney Burns,0.3,8,1
Jessica Coffey,2.4,82,0
Harold James,3.7,49,0
Robert Thomas,9.5,4,0
Tasha Holmes MD,6.1,86,0
James Gay,4.5,47,0
Rhonda Gonzales,3.7,97,0
Christopher Rivera,0.8,17,1
Kayla Knox,5.3,50,0
David Scott,3.1,35,0
Joseph Norris,2.5,14,0
Anita Carter,0.3,23,1
William Velazquez,5.0,49,0
Leslie Miller,9.1,15,0
Jamie Walker,2.6,33,0
David Barrett,7.0,27,0
Amanda Hall,10.0,36,0
Casey Smith,6.9,62,0
James Ellison,2.0,17,0
Eileen Lewis,8.5,57,0
Christina Terrell,1.7,91,0
Dawn Jones,4.5,11,0
Sherri Cooley,8.1,40,0
Cody Simmons,6.7,90,0
Emily Berger,0.6,69,0
Jaclyn Burns,2.9,38,0
Angela Davis,8.5,91,0
James Thomas,7.1,89,0
Alexandria Benton,6.4,46,0
Ryan Kim,5.1,15,0
Randall Hill,9.9,17,0
Mr. Matthew Hart MD,2.4,63,0
Craig Cook,0.3,70,0
Nicole Moore,5.7,59,0
Christopher Brown,8.0,70,0
Christopher Preston,1.3,11,1
Kristin Marshall,0.7,50,1
Claire Golden,10.0,92,0
Cynthia Romero,4.8,52,0
Cathy Hamilton,7.7,73,0
Zachary Hess,0.7,40,1
Rebecca Burke,6.4,57,0
Sara Anderson,4.7,66,0
Anthony Stark Jr.,3.4,99,0
Jill Fields,5.5,75,0
Louis Moore,1.8,16,1
Maria Romero,4.3,7,0
Brandon Baker,8.3,66,0
Robin Martin,1.5,21,1
Diane Sherman,1.6,90,0
Heidi Benson,2.3,66,0
Kimberly Cameron,8.9,10,0
Brenda Cox,2.5,81,0
Bobby Bennett,9.6,35,0
Shannon Carpenter,1.3,38,1
Daniel Ray,6.1,11,0
Kenneth Reed,5.0,21,0
John Smith,5.9,74,0
Travis Jones,1.5,84,0
William Mills,6.2,77,0
Angela Brown,3.4,72,0
Elizabeth Humphrey,0.4,3,1
Gerald Burch,0.8,82,0
Justin Jones,7.7,33,0
Rebecca Schaefer,6.5,98,0
Kelly Cline,5.7,79,0
Loretta Smith,6.4,63,0
Jasmine Gay,8.9,69,0
Matthew Gonzales,2.9,38,0
Rhonda Mullins,4.8,87,0
Cynthia Chapman,4.1,58,0
Jennifer Flores,0.7,7,1
Joshua Mays,1.6,53,1
Daniel Robinson,4.8,26,0
Cynthia Gonzalez,3.4,18,0
Tina Campbell,3.1,91,0
Robert Ward,3.2,44,0
Misty Smith,9.8,16,0
Christopher Cochran,7.6,65,0
Albert Boyd,5.6,40,0
Katelyn Thomas,2.4,15,0
Robert Scott,2.7,31,0
Ian Solomon,1.4,6,1
Brandon Cohen,2.9,49,0
Daisy Mcgee,8.6,53,0
Tiffany Weber,2.5,20,0
Benjamin Rodriguez,8.1,73,0
Haley Burns,7.2,24,0
Michael Dalton,7.6,63,0
Linda Russell,10.0,59,0
Jonathan Boyer,5.0,39,0
Christina Gardner,5.0,11,0
Ian Berger,9.5,64,0
Justin Torres,4.6,30,0
Matthew Benson,2.2,45,0
Angela Hill,0.5,36,1
John Baker,4.9,83,0
Amy Price,6.7,36,0
John Wright,5.4,13,0
Mrs. Jennifer Camacho,4.3,33,0
Karen Fitzgerald,7.3,97,0
Tonya Reynolds,4.0,5,0
John Smith,4.0,72,0
Theodore Romero,5.6,46,0
Jonathan Walker,5.5,9,0
Jonathan Warren,3.9,57,0
Sabrina Perez,7.6,35,0
Brian Walker,8.3,79,0
Margaret Mitchell,6.8,15,0
Anthony Lindsey,1.3,12,1
Cassidy Phillips,3.9,43,0
Jose Richards,5.6,46,0
Henry Martinez,7.5,25,0
Michael Miller,6.0,51,0
Madeline Kent,5.0,5,0
Jose Mooney,0.4,91,0
Carrie Gutierrez,3.3,60,0
Ray Taylor,5.2,19,0
Ashley Martin,6.1,65,0
Travis Benson,1.4,78,0
Jennifer Greer DDS,3.2,50,0
Ashley Davies,9.9,94,0
Chris Goodwin,8.4,75,0
Justin Coleman,3.4,65,0
Chad Morales,5.3,90,0
Miss Lori Kim MD,5.6,60,0
Stephanie Johnson,8.2,47,0
Dale Nielsen,3.3,14,0
Kyle Russell,9.8,74,0
Timothy Lang,3.1,92,0
Michael Zamora,8.7,80,0
Alicia Gilbert,0.3,60,0
James Harvey,2.7,83,0
Brittany Bryant,7.8,99,0
Erika Burke,5.8,29,0
Kimberly Clarke,7.2,74,0
Darryl Hall,4.8,67,0
Paul Watson,6.3,79,0
Bruce Colon,7.7,48,0
Madeline Davidson PhD,1.5,87,0
Fernando Lopez,2.4,73,0
Gail Walsh,9.5,14,0
Judy Stevens,1.9,56,1
Stephen Thomas,3.1,19,0
Kathy Potter,4.1,26,0
William Smith,4.1,99,0
Karen Bowen,6.1,60,0
Allison Young,8.7,94,0
James Hansen,7.3,90,0
Margaret White,1.4,26,1
Darrell Little,5.6,84,0
Mark Ryan,4.8,48,0
Melissa Chapman,3.1,22,0
Jaime Robinson,4.6,68,0
Jennifer Watts,3.4,45,0
Matthew Rubio,6.8,92,0
Zachary Lopez,6.8,88,0
Joseph Walker,2.6,61,0
Rebecca Estrada,1.9,31,1
Cynthia Mcmillan,2.8,38,0
Nicholas Harris,2.2,38,0
Brenda Andrews,7.7,90,0
Christopher Nguyen,2.1,90,0
Melissa Holmes,4.9,61,0
Patricia Moore,3.5,92,0
Gina Moyer,2.7,15,0
Monica Anthony,5.7,69,0
Dr. Samantha King,3.8,50,0
Derek Fleming,8.2,98,0
Michael Anderson,8.0,37,0
Joyce Johnson,0.4,91,0
Ashley Diaz,0.8,56,1
Cheryl Hunter,6.6,95,0
Amber Leach,4.8,25,0
Travis Hall,8.3,34,0
Ashley Clark,9.3,89,0
Tonya Alvarez,2.7,13,0
Timothy Ryan,6.2,75,0
Jesse Wright,2.4,6,0
Deborah Yang,6.7,67,0
Eric Thomas,2.3,29,0
Alyssa Wilson,0.5,52,1
Molly Daniels,3.3,60,0
Jill Payne,1.0,98,0
Joseph Gonzalez,1.4,70,0
Toni Cardenas,9.8,20,0
Mark Sloan,4.1,60,0
Lisa Hernandez,4.8,25,0
Nancy Lewis,7.6,36,0
David Taylor,3.2,82,0
Chelsea Thompson,0.6,98,0
Jack Salinas,0.9,73,0
Susan Rivera,2.3,94,0
Melissa Davis,7.2,4,0
Tony Reynolds,9.1,22,0
Jessica Contreras,4.2,22,0
David Chen,9.3,4,0
Stephen Jackson,10.0,50,0
Malik Harris,7.9,23,0
Kimberly Simmons,9.4,37,0
Joshua Hale,8.8,1,0
Joy Hogan,3.0,77,0
Bradley Arnold,1.1,42,1
Roberto Meadows,2.8,82,0
Rachel Tapia,5.4,63,0
Derek Friedman,8.9,17,0
Julia Williams DDS,8.5,59,0
Brent Parsons,2.7,14,0
Samuel Butler,3.3,93,0
Michael Johns,4.6,32,0
William Montoya,7.2,1,0
Shannon Maldonado,7.4,37,0
Beth Martinez,5.7,96,0
Kelsey Ortega,1.9,78,0
Amy Velez,8.6,51,0
Christopher Perez,8.3,65,0
Todd Bush,3.3,51,0
Brittany Chandler,6.7,23,0
Julie Nelson,9.8,61,0
Kimberly Cook,3.2,31,0
Ryan West,0.1,49,1
Brian Duncan MD,2.4,96,0
Stephanie Watts,2.7,42,0
Tracy Gross,3.0,92,0
Tara Kidd,5.7,33,0
Patrick Malone,6.5,88,0
Jorge Brewer,2.4,85,0
Eric Burke,1.2,39,1
Brent Good,1.6,87,0
Donna Grant,5.0,90,0
James Rivers,7.7,88,0
Samantha Jordan,1.2,37,1
Daniel Wells,3.7,28,0
Amanda Smith,2.2,17,0
Matthew Murphy,4.8,58,0
Jacob Moore,7.5,77,0
Gabrielle Mitchell,3.7,89,0
Shawn Huerta,5.5,60,0
Shawna Sullivan,7.6,85,0
Hannah Howe,8.3,97,0
Steve Morris,2.5,96,0
Thomas Mcgee,6.0,100,0
Travis Walton,0.8,57,1
Lisa Jensen,5.3,46,0
Michael Morton,0.8,72,0
Felicia Wilkinson,1.1,70,0
Mark Knight,9.0,25,0
Brandon Page,5.7,19,0
Justin Davis,1.6,66,0
Belinda Levine,4.4,87,0
Teresa Taylor,2.1,74,0
Brian Ortega,4.9,65,0
Deborah Sanchez,4.5,7,0
David Castillo,4.5,65,0
Stephanie Barber,4.2,72,0
Jason Ramirez,0.6,59,1
Christina Mathews,6.7,39,0
Jimmy Zimmerman,7.2,50,0
Alex Gardner,2.5,0,0
Ryan Long,7.5,74,0
Stephanie Gray,0.7,54,1
Dillon Nelson,3.4,8,0
Daniel Gonzalez,5.4,7,0
Stephanie Hernandez,9.3,8,0
Nancy Campbell,9.9,60,0
Kyle Cook,0.3,52,1
Carolyn Mcpherson,1.8,17,1
Adrian Alvarez,7.7,93,0
Joseph Haynes,6.5,53,0
Troy Thompson,3.7,48,0
Thomas Molina,4.5,48,0
Tara Little,3.8,87,0
Victor Davidson,9.6,69,0
Michael Cook,1.3,44,1
Rebekah Boyle,1.2,68,0
Jennifer Serrano,3.9,16,0
Ryan Shaffer,7.3,28,0
Sarah Pratt,8.3,96,0
Anthony Stephens,0.2,38,1
Johnathan Cook,4.6,92,0
Thomas Mcmillan,5.4,68,0
Kelsey Newton,3.8,29,0
Ralph Harris,2.5,44,0
George Henry,1.6,24,1
Juan Salas,9.4,92,0
Jennifer West,7.7,4,0
Joshua Berry,8.1,53,0
Kylie Rice,6.1,2,0
Elizabeth Phillips,2.4,8,0
Harold Edwards II,1.0,4,1
Travis Blankenship,4.5,86,0
Kristine Johnson,7.0,6,0
John Thomas,2.4,5,0
Carly Espinoza,4.0,29,0
Lauren Stephens,5.4,96,0
Kristina Ortiz,8.6,7,0
Raymond Garcia,1.4,37,1
Ryan Rivera,2.3,93,0
Anna Morris,5.8,73,0
Tyler Reed,6.0,86,0
Mark Robinson,8.2,30,0
Brandon Myers,3.0,18,0
Nathan Harmon,9.9,66,0
Monica Brown,2.2,38,0
Crystal Gordon,2.8,71,0
Kenneth Boyd,9.5,94,0
Aaron Booth,9.1,80,0
Michelle Williams,6.8,71,0
Maria Weber,5.0,44,0
Melissa Salas,9.4,85,0
Donna Anthony,3.8,67,0
Jennifer Bailey,3.2,53,0
Holly Baker,4.1,38,0
Tracy Mcpherson,3.8,96,0
Bruce Nelson,5.4,30,0
Carrie Davis,8.5,38,0
Timothy Perry,8.6,18,0
Philip Rodriguez,8.1,7,0
Emily Duncan,5.6,53,0
Joann Hall,5.6,17,0
Michelle Grimes,3.9,32,0
Kimberly Stanton,2.0,82,0
Jimmy Jones,0.8,57,1
Carol Robbins,8.5,11,0
Brenda Hensley,5.4,24,0
Frank Williams,0.5,48,1
Angela Allison,6.7,77,0
Jacqueline Anderson,0.4,9,1
Jenny Beltran,1.9,97,0
David Lowe,5.9,85,0
James Paul,5.6,61,0
Jason Nichols,2.1,42,0
Phillip Gonzalez,3.0,1,0
James Davis,2.1,24,0
John Cameron,9.6,15,0
Mary Frye,7.5,96,0
Donna Martinez,4.8,31,0
John Gonzales,7.0,90,0
Angela Lawson,2.0,30,0
Eric Rios,5.5,99,0
David Good,2.8,59,0
Jeffrey Gibson,5.3,45,0
Shane Morris,3.1,46,0
Andrew Diaz,5.1,63,0
Becky Jackson,4.7,92,0
Justin Cole,4.7,40,0
Jesse Roberson,9.1,47,0
Isaiah Beck,3.1,5,0
Paula Thompson,5.6,28,0
George Erickson,7.4,2,0
Cristina Rodriguez,2.6,74,0
Don Collier,5.8,53,0
Jessica Green,3.0,25,0
Glenn Knight,3.3,48,0
Kristine Scott,5.7,31,0
Michael Hall,5.0,83,0
Angela Torres,9.4,43,0
Grace Tran,2.6,62,0
Taylor Crawford,9.7,82,0
Catherine Hernandez,7.4,58,0
Paul Rios,1.7,45,1
Teresa Smith,1.7,92,0
Gregory Griffith,5.5,23,0
Robert Miller,9.2,69,0
Joseph Martinez,9.9,7,0
Elizabeth Key,5.2,9,0
Ronald Wolfe,9.5,85,0
Joseph Parker,0.5,0,1
Douglas Wagner,4.1,80,0
Casey Scott,2.3,90,0
Daniel Zhang,1.5,27,1
Micheal Holland,5.1,47,0
Lacey Ellison,0.6,81,0
Miranda Todd,6.7,78,0
Karen Johnson,9.1,84,0
Jane Boone,4.9,0,0
Jacqueline Roberson,5.3,52,0
Amanda Sanford,0.1,67,0
Jason Barajas,7.2,68,0
Sean Mccoy,9.8,2,0
Karen Owens,5.0,89,0
Teresa Murphy,6.7,22,0
Russell Oliver,1.1,12,1
Michael Chapman,5.2,30,0
Gary Johnson,1.9,67,0
Michael Cooper,2.5,45,0
Michael Dixon,2.7,50,0
Robert Benton,0.8,51,1
Carol Evans,4.6,31,0
Sophia Reed,9.9,28,0
Michael Mueller,3.0,10,0
Christina Bell,6.5,83,0
Kevin Good,7.6,11,0
Douglas Yang,4.1,48,0
Brian Ward,5.5,7,0
Ashley Mann,6.4,89,0
Doris Stuart,1.7,63,0
Joshua Banks,8.5,82,0
Amanda Saunders,7.8,72,0
Steven Kelly,9.8,12,0
Jonathan Jones,8.9,5,0
Andrea Johnson,2.3,88,0
Perry Jackson,8.9,60,0
Natalie Craig,2.7,9,0
Julie Porter,6.8,35,0
Robin Miles,9.0,72,0
Theresa Flynn,6.6,22,0
Eric Schwartz,9.3,40,0
Paul Grant,0.2,26,1
Jonathan Kelly,5.9,96,0
Jessica Buchanan,8.2,50,0
Samantha Weiss,9.3,38,0
Lori Thomas,1.6,30,1
Paula Zamora,5.7,49,0
Keith Carroll,6.8,69,0
Christy Flores,3.3,96,0
Elizabeth Perkins,7.4,88,0
Stephen Key,7.2,64,0
Kristopher Brown,7.5,44,0
Sheri Dougherty,0.5,55,1
Julia Reed,2.3,9,0
Rebecca Cooper,3.4,98,0
Sydney Vincent,6.1,76,0
Jenny Sullivan,4.0,99,0
Bobby Rodriguez,3.3,81,0
Seth Cole,2.7,57,0
Melinda Acosta,4.9,45,0
Barbara Henry,5.5,48,0
Michael Goodwin II,4.3,87,0
Zachary Thompson,5.9,48,0
David Wilson,0.9,79,0
Lindsey Schneider,3.0,31,0
William Carlson,7.1,10,0
Jessica Thompson,2.7,48,0
Dalton Moore,7.1,81,0
Lisa Yang,1.5,49,1
Sandra Wells,3.2,13,0
Taylor Phillips,0.9,39,1
Billy Perez,4.4,97,0
Nicholas Gonzalez,2.7,16,0
Yvette Peterson,0.9,55,1
Wendy Parker,4.5,71,0
Sean Vasquez,5.1,13,0
Melissa Walker,0.3,45,1
David Bates MD,5.5,76,0
Julie Jones,6.0,41,0
Alexander Parsons,8.6,1,0
Dustin Owens,2.9,49,0
Wesley Becker,7.8,92,0
Victoria Wilson,9.0,31,0
Megan Cooper,5.7,21,0
Diana Davis,6.9,21,0
Cheryl Ashley,1.4,38,1
Derek Thomas,2.7,18,0
Jeffrey Moore,0.6,55,1
Teresa Gomez,2.8,38,0
Kathryn Brady,4.8,9,0
Miranda Johnson,3.6,31,0
Kelli Lane,7.2,63,0
Janice Jefferson,5.9,25,0
Julie Peterson,4.6,17,0
Terri Sexton,3.0,50,0
Amber Miller,3.3,79,0
Justin Freeman,3.8,42,0
Julie Miller,4.4,55,0
Lisa Chapman,8.2,83,0
Troy Davis,9.7,17,0
Tara Hernandez,3.0,77,0
Erica Carey,9.5,25,0
Mark Perez,4.8,22,0
Mercedes Wilkinson,9.6,40,0
Stacey Wallace,2.9,88,0
Catherine Henson,6.3,73,0
Teresa Murray,7.8,41,0
Jeremy Osborne,3.8,100,0
David Baldwin,3.9,14,0
Sarah Moore,9.3,25,0
Derek Gray DDS,5.9,69,0
Diana Morse,1.8,98,0
Manuel Ford,5.5,93,0
Sandra Gill,4.6,90,0
Wendy Douglas,2.1,37,0
Dawn Nelson,8.3,8,0
Angelica Jackson,8.2,52,0
Carol King,6.7,17,0
Shirley Davis,6.3,30,0
Christopher Anderson,2.5,19,0
Robert Lee,7.2,48,0
Nicholas Morrison DDS,0.7,76,0
Henry Page,4.8,51,0
Michael Davis,5.3,88,0
Derek Rodriguez,4.2,4,0
Joseph Rodriguez,7.9,46,0
Jaime Estrada,7.0,68,0
John Anderson,5.9,10,0
Mr. William Ramsey,1.1,31,1
Mark Powell,6.6,45,0
Melissa Black,1.7,78,0
Alexandra Jackson,0.4,82,0
Bryan Roberson,6.8,51,0
Cody Garza,9.7,42,0
Kevin Baker,9.7,55,0
Nathan Wilson,1.1,12,1
Elizabeth Mckinney,2.6,65,0
Ann Smith,7.5,71,0
Edward Alexander,5.8,73,0
Brad Anderson,2.2,47,0
James Nelson,3.9,98,0
Peter Stewart,6.8,88,0
Rachael French,5.0,44,0
Frank Snyder,10.0,61,0
Heidi Kelly,1.0,53,1
Jordan Orr,9.2,10,0
Karl Chandler,1.2,93,0
Carmen Martinez,1.4,39,1
Rebecca Thompson,3.4,100,0
Carla Walker,2.1,61,0
David Graham,3.5,12,0
Heather Joseph,4.4,89,0
Daniel Lee,4.5,8,0
Troy Sanders,3.0,90,0
Beth Pearson,1.2,43,1
Tracy Lyons,6.5,86,0
Eric Newton,8.0,94,0
Roberto Allison,2.4,22,0
Jamie Williams,5.5,42,0
Michael Hess,5.6,59,0
Sharon Ramirez,2.3,51,0
Ronald Green,6.3,23,0
Kimberly Haley,6.4,55,0
Joel Lopez,4.0,94,0
Jillian Cruz,6.1,25,0
Dan Jones,4.5,54,0
Kathryn Ramirez,3.9,90,0
Terry Hall,2.1,35,0
George Newman,7.5,8,0
Cory Lopez,5.8,68,0
Dr. Laura Rosales,1.9,41,1
Dr. Brett Gregory,2.0,14,0
Shane Taylor,2.6,62,0
James Anderson,5.3,81,0
Kyle Williams,3.1,49,0
Tony Lewis,6.1,75,0
Jeremy Johns,1.1,45,1
Bobby Garcia,8.5,79,0
Adam Martin,1.7,86,0
Christine Johnson,7.1,38,0
Angela Brooks,9.2,75,0
Michael Rose,0.8,17,1
Vincent Coleman,3.1,30,0
Alicia Lloyd,3.1,23,0
Jessica Weiss,3.7,18,0
Andrew Jones,5.1,53,0
Brenda Snyder,6.0,73,0
Shannon Stewart,3.8,23,0
Nancy Parker,4.9,68,0
Nicole Walsh,6.9,82,0
Kristina Walter,9.3,22,0
Bruce Gray,5.5,62,0
Michael Owens,2.9,23,0
Michael Lee,3.1,57,0
Michael Silva,6.2,45,0
Timothy Jordan,9.5,62,0
Tina Bond,1.4,49,1
Michelle Wright,9.6,64,0
Ashley Watkins,6.5,52,0
Patty Vargas,6.8,53,0
Emily White,7.1,56,0
Jordan Crawford,4.9,10,0
Gabriel Gregory,5.7,97,0
Ethan Bailey,2.2,4,0
Gregory Gregory,2.7,68,0
Peggy Gutierrez,2.9,99,0
Katelyn Taylor,4.6,95,0
Jasmine Stevens,7.7,63,0
Leslie Garcia,5.5,14,0
Anna Graham,5.7,34,0
Dr. Richard Jenkins DDS,7.8,46,0
Ana Carrillo,5.4,96,0
Alan Williams,0.4,92,0
Christopher Thomas,4.4,27,0
Christopher Weaver,9.9,13,0
James Harrison,7.4,83,0
Justin Lowe,7.5,38,0
Sarah Avery,8.7,4,0
Patrick Bailey,4.5,44,0
Ashley Cox,8.6,11,0
Victoria Evans,4.4,15,0
Kayla White,7.8,30,0
Deborah Kane,2.1,94,0
Amy Holloway,5.9,44,0
Gabriel Morris,8.6,78,0
Katie Johnson,6.3,21,0
Joseph Richardson,6.2,100,0
Stephen Washington,2.1,26,0
Sydney Bernard,8.1,72,0
Amy Miller,3.5,35,0
Mr. Robert Howard,6.0,21,0
Lauren Miller,3.2,90,0
Tony Sims,2.9,73,0
James Davis,2.7,65,0
Ronald Watson,9.9,86,0
Anna Robinson,8.2,17,0
Austin Johnson,9.6,100,0
Lori Murray,4.1,7,0
Mark Barr,9.9,83,0
Tracy Lowe,1.3,16,1
Robert Sanders,2.5,91,0
Robert Hays,3.2,31,0
Chase Ford,7.6,86,0
Laura Case,3.9,18,0
Tracy Espinoza,5.8,34,0
Mrs. Latoya Moreno PhD,6.3,48,0
Johnny Jackson,4.5,81,0
Matthew Solomon,7.9,98,0
Shannon Russo,0.9,65,0
Jerry Burgess,7.5,88,0
Christina Raymond,9.4,47,0
Kimberly Mcdaniel,4.5,62,0
Marcus Kelly,3.3,0,0
Tony Gonzalez,8.7,93,0
Matthew Sanchez,0.9,58,1
Ms. Maria Hubbard,6.3,89,0
Stephanie Bennett,3.6,8,0
Annette Ruiz,8.0,50,0
Michael Brown,2.2,54,0
Frederick Robertson,8.2,63,0
Lisa Perez,2.7,36,0
Jaime White,3.4,73,0
Mark Stone,1.3,62,0
Bruce Perez,7.9,87,0
Emily Thomas,7.6,5,0
Tristan Singleton,1.0,100,0
Robert Hammond,8.4,2,0
David Jordan,1.2,20,1
John Walters,4.4,0,0
Philip Dominguez,9.9,54,0
Mark Murray,2.0,88,0
Kelly Smith,9.1,83,0
Andrew Kelly,3.0,35,0
Susan Zimmerman,0.9,46,1
Jesse Richardson,2.5,47,0
Samantha Gaines,6.6,83,0
Andrea Rodriguez,1.7,50,1
Jaime Gray,6.3,92,0
Karen Moore,7.0,29,0
Eric Valencia,4.3,11,0
Lisa Walker,7.0,0,0
Emily Hamilton DDS,2.1,9,0
Matthew Hopkins,1.3,28,1
Edward Fletcher,5.2,56,0
Rachel Guerrero,0.1,89,0
Kristen Cochran,3.4,15,0
Charles Leach,9.9,54,0
Linda Garcia,6.9,61,0
Jeffrey Evans,0.7,49,1
Denise Hicks,0.9,13,1
Jesse Schultz,1.0,47,1
Heather Ramos,8.8,17,0
Brittney Gray,3.8,96,0
Jonathan Mccarty,8.7,82,0
Tamara Gonzalez,9.9,18,0
Matthew Price,0.7,72,0
Gail Cook,0.1,83,0
James Schmitt,1.6,44,1
Joseph Dunn,7.2,80,0
Timothy Sheppard,7.5,52,0
Eric Lyons,6.2,56,0
Ashley Carter,8.6,11,0
Courtney Knight,9.0,17,0
Allison Jackson,7.5,75,0
James Todd,7.3,44,0
Mr. John Bradford DDS,9.6,40,0
Joann Rogers,7.9,31,0
Timothy Harris,2.8,10,0
Clayton Aguirre,2.5,76,0
Karen Chan,6.0,77,0
Stacey Harrison,2.8,88,0
Kelly Romero,0.3,84,0
Jennifer Hernandez,8.8,26,0
Kevin Brown,5.2,65,0
Scott Rasmussen,1.9,50,1
Dale Coleman,3.0,6,0
William Jenkins,7.8,30,0
Michael Duarte,4.9,14,0
Kathryn Torres,2.4,81,0
Jeffrey Crawford,5.9,67,0
Michael Schwartz,8.9,1,0
Randall Ibarra,9.9,40,0
Todd Walker,1.3,72,0
Rose Simpson,4.2,69,0
Ruben Oliver,6.8,97,0
Gary Garcia,4.7,98,0
Terry Smith,0.7,75,0
Ariel Simpson,0.7,33,1
Johnny Parker,2.2,7,0
Michael Porter,9.5,50,0
Brenda Bennett,5.1,80,0
Lance Winters,7.1,98,0
Kristy Aguirre,4.2,89,0
Kelly Mitchell,4.0,81,0
Edward Mcgee,5.4,78,0
Douglas Shepherd,1.5,10,1
Ms. Michele Harmon,3.1,65,0
Michael Webb,9.2,19,0
Elizabeth Silva,5.4,50,0
Keith Stevenson,5.9,97,0
Clinton Young,8.3,87,0
Donna Meyer,6.4,39,0
Curtis Mason,7.0,93,0
James Thompson,9.5,30,0
Diana Patel,0.6,11,1
Rickey Fritz,9.2,14,0
Michael Hill,4.5,77,0
Nicholas Knox,0.6,85,0
Becky Wright,7.4,94,0
John Woods,1.8,1,1
Emily Kirk,7.1,89,0
Carly Powers,0.1,63,0
Marvin Strickland,9.5,66,0
Kyle Campbell,5.2,92,0
Tina Martinez,2.6,47,0
Lauren Ramirez,1.3,99,0
Erin Castillo,8.7,93,0
Donna Jones,8.9,98,0
Tamara Davis,9.0,42,0
David Castaneda,8.1,34,0
Mrs. Lisa Stevens,5.2,33,0
Michael Clark,7.1,73,0
Kimberly Glover,6.3,63,0
Jason Hunter,4.6,46,0
Jason Lawrence,0.6,72,0
Dr. Grace Nguyen,1.7,20,1
Elizabeth Bishop,2.6,13,0
Nicholas Patel,8.9,86,0
Shelly Smith,7.2,29,0
Matthew Bennett,7.4,0,0
Julie Goodman,0.4,1,1
Monica James,2.4,60,0
Lisa Leonard,3.6,19,0
Lauren Moss,1.8,4,1
Melissa Matthews,5.5,91,0
Erika Kelly,7.4,53,0
Christian Sutton,2.2,31,0
Nicholas Jones,4.2,92,0
Jacob Sherman,3.2,9,0
Justin Villanueva,5.7,15,0
Terri Gamble,5.0,6,0
Adam Snyder,1.8,66,0
John Montoya,9.8,51,0
John Stewart,0.7,59,1
Ashley Gardner,8.7,99,0
Christopher Elliott,8.4,41,0
Nathan Sherman,0.9,58,1
Tony Jensen,0.1,25,1
Heather Perez,2.9,100,0
Elizabeth Price MD,3.0,79,0
Gregory York,2.4,47,0
Heather Turner,5.9,63,0
Joshua Anderson PhD,10.0,99,0
Shelby Nguyen,2.0,69,0
Brandon Wagner,7.6,31,0
Taylor Scott,1.5,52,1
Kelly Peterson,0.2,69,0
Taylor Bender,3.5,88,0
Erica Fischer,8.8,42,0
Elijah Love,0.0,84,0
Cynthia Martin,3.8,94,0
James Webster,7.3,13,0
Erik Wright,2.1,30,0
Lisa Williams,4.2,7,0
Joshua Hunt,9.7,18,0
Mitchell Gaines,7.1,11,0
Madison Ferguson,0.4,29,1
Patrick Weaver,9.0,66,0
William Torres,4.1,47,0
Dr. Ivan Campbell MD,4.6,95,0
Jenna Suarez,0.8,12,1
